RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
7123,15815443,Lo,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0,0,4,DIAMOND,599
984,15807008,McGregor,614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1,1,4,PLATINUM,830
6615,15626135,Combes,689,France,Male,34,1,165312.27,1,1,0,155495.63,0,0,3,DIAMOND,326
7922,15702293,Medvedeva,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0,0,1,SILVER,221
7188,15662152,Trevisan,552,France,Female,38,9,134105.01,1,0,0,57850.1,0,0,2,SILVER,751
1413,15588986,Grant,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,0,4,PLATINUM,712
3444,15606755,Moretti,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1,1,5,SILVER,666
5048,15790412,Norton,471,Spain,Male,26,8,0.0,2,1,1,179655.87,0,0,4,GOLD,388
992,15806926,Watson,615,France,Female,35,2,97440.02,2,1,1,139816.1,0,0,3,SILVER,287
2234,15791268,Neumann,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,0,4,PLATINUM,652
4646,15782144,Gilroy,522,France,Female,34,3,0.0,2,1,1,3894.34,0,0,1,PLATINUM,732
8209,15636551,Nixon,711,France,Female,29,3,130181.47,2,1,0,31811.44,0,0,5,SILVER,719
9247,15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83,0,0,5,GOLD,415
8007,15703068,Nixon,716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0,0,5,SILVER,992
4443,15766163,Zotova,676,France,Male,38,1,0.0,2,0,1,35644.79,0,0,4,GOLD,498
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1,1,5,SILVER,500
8748,15667216,Chung,579,France,Female,29,10,73194.52,2,1,1,129209.09,0,0,1,PLATINUM,853
9360,15606944,Fleming,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1,1,1,DIAMOND,752
6891,15673877,Murray,490,France,Male,39,1,0.0,3,1,0,171060.01,1,1,3,PLATINUM,506
4066,15809838,Moore,697,Spain,Male,30,1,0.0,2,0,0,735.79,0,0,5,SILVER,470
9827,15686917,Tu,789,Spain,Female,40,4,0.0,2,1,0,137402.27,0,0,2,SILVER,787
1720,15746970,Townsend,760,Spain,Female,57,1,0.0,2,1,1,25101.17,0,0,2,PLATINUM,687
5200,15726310,Mordvinova,782,Spain,Female,27,3,0.0,2,1,0,143614.01,0,0,3,DIAMOND,858
3815,15642093,Piccio,646,France,Male,30,7,0.0,2,1,0,153566.97,0,0,1,PLATINUM,801
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,0,3,SILVER,687
9492,15619674,White,649,France,Female,35,4,108306.44,1,1,1,192486.24,0,0,1,PLATINUM,932
5271,15607230,Michel,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0,0,3,SILVER,485
3203,15598070,Marchesi,564,France,Female,33,4,135946.26,1,1,0,63170.0,0,0,3,DIAMOND,696
486,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0,0,4,GOLD,500
9348,15802809,Vidal,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0,0,4,DIAMOND,699
1433,15687959,Landman,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0,0,4,PLATINUM,920
3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,1,5,DIAMOND,407
9735,15583221,Arnold,667,Germany,Male,70,3,77356.92,2,1,1,20881.96,0,0,2,GOLD,681
8931,15665759,Russell,724,France,Female,69,5,117866.92,1,1,1,62280.91,0,0,3,PLATINUM,876
3009,15665416,Ferri,779,France,Male,62,10,119096.55,1,0,1,116977.89,0,0,1,GOLD,644
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,1,0,178153.65,0,0,2,GOLD,634
8534,15768566,K?,706,France,Male,34,8,0.0,2,1,1,37479.97,0,0,1,DIAMOND,798
9502,15634146,Hou,835,Germany,Male,18,2,142872.36,1,1,1,117632.63,0,0,3,GOLD,650
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,1,1,3,PLATINUM,488
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0,0,3,SILVER,436
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,0,4,PLATINUM,722
6781,15693752,Reed,487,France,Male,37,2,0.0,2,1,1,126722.57,0,0,5,SILVER,668
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1,1,4,GOLD,761
3614,15770159,Nnanna,664,Germany,Male,25,6,172812.72,2,1,1,108008.65,0,0,3,GOLD,644
5499,15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32,0,0,4,SILVER,798
7964,15774316,Moretti,630,France,Male,37,6,0.0,2,1,1,82647.65,0,0,3,GOLD,970
4627,15622321,Golubova,506,France,Female,32,3,0.0,1,1,1,80823.02,0,0,3,PLATINUM,619
7958,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,0,5,SILVER,468
16,15643966,Goforth,616,Germany,Male,45,3,143129.41,2,0,1,64327.26,0,0,5,GOLD,308
1400,15775546,Laurens,517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,0,1,PLATINUM,584
5309,15735439,P'an,449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0,0,1,GOLD,395
7520,15814116,Castiglione,583,France,Female,42,7,0.0,2,1,0,144039.05,0,0,4,PLATINUM,443
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,1,5,DIAMOND,546
5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0,0,3,DIAMOND,225
6678,15737169,Johnson,642,Spain,Male,26,8,144238.7,1,1,1,184399.76,0,0,3,PLATINUM,649
647,15730830,Dale,752,France,Female,30,3,0.0,2,1,1,104991.28,0,0,4,SILVER,974
3253,15699619,Rivas,641,France,Male,31,10,155978.17,1,1,0,91510.71,0,0,4,SILVER,990
8175,15623525,Copeland,564,Spain,Male,31,0,125175.58,1,1,1,72757.33,0,0,5,DIAMOND,572
3776,15709004,Mai,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0,0,4,DIAMOND,525
2112,15603216,Simpson,642,France,Male,25,7,0.0,2,1,0,102083.78,0,0,3,SILVER,905
8105,15805413,Chiang,769,France,Female,31,6,117852.26,2,1,0,147668.64,0,0,5,DIAMOND,533
5360,15801832,Lombardo,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1,1,5,DIAMOND,653
8001,15629002,Hamilton,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0,0,3,GOLD,751
3445,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0,0,5,DIAMOND,557
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1,1,GOLD,751
4849,15807167,Konovalova,635,France,Male,42,1,146766.72,2,0,1,164357.1,0,0,1,SILVER,843
5346,15639217,McKenzie,806,France,Male,34,6,0.0,2,0,0,100809.99,0,0,3,SILVER,780
730,15612525,Preston,499,France,Female,57,1,0.0,1,0,0,131372.38,1,1,3,GOLD,251
3647,15610900,Thompson,770,France,Female,70,9,110738.89,1,1,0,22666.77,1,1,3,PLATINUM,467
7359,15797767,Ikedinachukwu,600,France,Female,49,6,0.0,1,0,1,148087.88,1,1,3,PLATINUM,269
1080,15748856,Liang,664,France,Male,32,10,107209.73,1,1,1,112340.2,0,0,2,DIAMOND,739
7509,15580366,Okechukwu,566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0,0,3,SILVER,572
8386,15649297,T'ang,605,France,Female,62,4,111065.93,2,0,1,125660.99,0,0,1,PLATINUM,868
7947,15790448,Calabresi,473,France,Female,35,6,69617.36,1,1,0,143345.69,0,0,1,PLATINUM,959
3278,15749381,Yu,790,France,Female,41,2,126619.27,1,1,0,198224.38,0,0,4,DIAMOND,696
3719,15707551,Hutcheon,568,France,Male,30,8,73054.37,2,1,1,27012.0,0,0,5,PLATINUM,560
1346,15714567,Chan,568,Spain,Female,26,6,0.0,2,0,0,166495.2,0,0,5,SILVER,634
5506,15802466,Donaldson,534,France,Female,53,7,0.0,2,1,1,80619.17,0,0,5,PLATINUM,850
8428,15806771,Yefremova,753,France,Female,40,0,3768.69,2,1,0,177065.24,1,1,3,PLATINUM,620
9522,15660636,Carpenter,540,Spain,Female,40,8,0.0,2,1,0,3560.0,0,0,5,GOLD,501
2723,15675422,Conway,544,France,Female,32,9,110728.39,1,1,1,14559.62,0,0,1,SILVER,629
2460,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1,1,2,GOLD,615
62,15773469,Clark,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,0,5,DIAMOND,769
4010,15708513,Bevan,446,France,Female,39,1,90217.07,1,1,0,191350.48,0,0,3,GOLD,562
8635,15656141,Ts'ao,741,France,Male,39,5,0.0,1,0,1,40207.06,0,0,1,SILVER,933
7204,15657778,Jefferson,657,France,Male,33,1,84309.57,2,0,0,103914.4,0,0,2,SILVER,772
4131,15731669,Szabados,554,France,Male,39,2,129709.62,1,1,0,173197.12,0,0,1,PLATINUM,313
4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0,0,3,GOLD,998
6164,15581323,White,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0,0,2,PLATINUM,645
9148,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74,0,0,2,PLATINUM,413
53,15683553,O'Brien,788,France,Female,33,5,0.0,2,0,0,116978.19,0,0,3,GOLD,982
3136,15753874,Kent,694,France,Male,37,10,143835.47,1,0,1,33326.71,0,0,1,PLATINUM,992
8170,15689517,Hales,635,France,Male,27,3,127009.83,1,1,0,161909.95,0,0,1,GOLD,686
3671,15660809,Loving,850,France,Male,28,4,0.0,2,1,1,12409.01,0,0,5,GOLD,242
1868,15740164,Genovesi,715,France,Female,33,3,85227.84,1,1,1,68087.15,0,0,4,GOLD,648
3406,15793693,Mahomed,694,France,Male,60,9,0.0,1,1,1,57088.97,0,0,4,GOLD,647
8975,15697129,Ulyanova,706,Spain,Female,43,1,0.0,2,1,0,31962.77,0,0,4,SILVER,994
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0,0,5,DIAMOND,302
8588,15649457,Macleod,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0,0,2,PLATINUM,306
7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1,1,5,PLATINUM,287
6923,15766417,McKinley,678,France,Female,60,2,0.0,2,1,1,43821.56,0,0,4,SILVER,394
343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0,4,PLATINUM,373
4652,15579996,Iroawuchi,524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0,0,4,PLATINUM,997
9308,15680405,P'eng,685,France,Male,40,2,168001.34,2,1,1,167400.29,0,0,2,GOLD,272
7112,15572390,Huang,850,Spain,Female,39,6,0.0,2,1,0,103921.43,0,0,3,GOLD,491
1041,15780870,McKay,580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0,0,5,PLATINUM,221
4553,15655648,Bock,610,France,Female,25,2,0.0,2,1,0,123723.83,0,0,3,SILVER,923
2695,15721585,Blacklock,628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0,0,2,PLATINUM,354
186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0,4,PLATINUM,423
1383,15617982,Pirozzi,661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,0,3,PLATINUM,465
8786,15801293,Ni,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0,0,4,SILVER,859
5226,15586300,Chinonyelum,615,France,Male,66,7,0.0,2,1,1,74580.8,0,0,1,PLATINUM,994
7233,15799785,Ikemefuna,679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0,0,4,SILVER,791
7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,1,1,2,PLATINUM,504
8465,15568164,Istomin,850,France,Female,34,4,71379.53,2,1,1,154000.99,0,0,4,DIAMOND,827
6546,15572735,Chang,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,0,2,DIAMOND,415
2377,15730738,Chiang,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,0,1,SILVER,400
2759,15668347,Ingram,624,France,Male,36,6,0.0,2,0,0,84635.64,0,0,5,DIAMOND,813
4607,15784958,Allan,797,France,Female,55,10,0.0,4,1,1,49418.87,1,1,1,GOLD,248
4183,15577587,Reynolds,550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1,1,3,DIAMOND,592
2632,15681196,Chikere,629,France,Male,35,1,172170.36,1,1,1,159777.37,0,0,2,GOLD,230
930,15590876,Knupp,764,France,Female,24,7,106234.02,1,0,0,115676.38,0,0,2,SILVER,429
9565,15720083,Fiorentino,554,Spain,Male,42,1,0.0,2,0,1,183492.9,0,0,2,GOLD,593
9000,15810910,Royston,702,Spain,Female,38,9,0.0,2,1,1,158527.45,0,0,2,SILVER,629
7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0,1,DIAMOND,656
103,15580146,Hung,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,0,4,DIAMOND,234
1137,15614220,Benson,750,France,Male,22,5,0.0,2,0,1,105125.65,0,0,5,GOLD,950
2930,15729054,Korovina,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0,0,5,DIAMOND,520
6413,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,1,5,PLATINUM,813
5519,15578375,Farrell,628,France,Male,39,6,0.0,2,0,0,134441.6,0,0,3,PLATINUM,887
7062,15789201,Thomson,603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0,0,2,PLATINUM,669
467,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,0,4,DIAMOND,765
520,15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230
9825,15658980,Matthews,711,Germany,Male,26,9,128793.63,1,1,0,19262.05,0,0,2,GOLD,274
786,15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0,0,3,SILVER,328
4103,15772030,Coupp,662,Spain,Male,33,3,0.0,2,0,1,68064.83,0,0,2,GOLD,603
1703,15713644,Marshall,686,Spain,Male,22,5,0.0,2,1,0,158974.45,0,0,2,SILVER,968
7101,15668830,Wan,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,0,3,SILVER,853
3020,15741049,Colebatch,577,France,Male,29,7,0.0,2,1,1,55473.15,0,0,5,GOLD,488
3619,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1,1,2,DIAMOND,865
7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,0,1,DIAMOND,503
1053,15623471,Marcelo,607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0,0,4,PLATINUM,354
6093,15628963,Frolova,601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,0,5,GOLD,799
9663,15660611,Gallo,748,Spain,Male,39,3,0.0,2,1,1,123998.52,0,0,2,PLATINUM,511
2358,15588701,Lai,592,France,Female,38,4,0.0,2,1,0,35338.96,0,0,4,SILVER,305
6342,15658364,Laney,807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0,0,3,GOLD,779
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0,3,SILVER,587
2991,15809823,Thurgood,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0,0,2,SILVER,894
109,15602312,Walkom,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,0,3,DIAMOND,509
9446,15731951,Reilly,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1,1,3,GOLD,230
9332,15659305,Webster,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0,0,5,DIAMOND,870
7630,15591107,Flemming,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,1,1,PLATINUM,761
9234,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73,0,0,4,PLATINUM,759
3182,15663249,Howells,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0,0,2,PLATINUM,506
4562,15638028,Ifeanyichukwu,562,Germany,Male,31,4,127237.25,2,0,1,143317.42,0,0,4,DIAMOND,938
841,15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1,1,4,DIAMOND,738
9598,15730441,Dodd,509,France,Male,26,10,0.0,2,1,1,6177.83,0,0,5,PLATINUM,425
6454,15815070,Romano,566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0,0,4,SILVER,459
644,15640078,Chambers,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1,1,1,DIAMOND,816
7272,15581871,Butler,504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0,0,4,GOLD,809
4024,15629187,Titheradge,535,France,Male,38,8,85982.07,1,1,0,9238.35,0,0,3,DIAMOND,774
2145,15613712,Boag,634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,0,5,SILVER,522
6803,15700656,Balashova,662,France,Male,32,9,0.0,2,0,0,65089.38,0,0,1,PLATINUM,670
224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,1,1,SILVER,359
4898,15723851,Mazzanti,699,Spain,Male,40,2,0.0,1,1,0,78387.32,0,0,2,DIAMOND,231
9755,15572114,Shih,673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0,0,3,DIAMOND,313
3840,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,1,1,SILVER,290
2906,15694829,Chibueze,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0,0,2,PLATINUM,772
5507,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,0,3,PLATINUM,967
2306,15576945,Clements,582,France,Male,29,0,0.0,1,1,0,142516.35,0,0,2,GOLD,352
780,15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0,0,3,SILVER,369
5142,15662500,Ts'ao,774,Spain,Male,32,9,0.0,2,1,0,10604.48,0,0,3,DIAMOND,752
3299,15670587,Yang,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0,0,4,PLATINUM,837
2146,15639322,Grave,633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,0,1,DIAMOND,836
6553,15636407,Beatham,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,0,0,2,GOLD,633
2097,15757916,Amaechi,600,France,Female,38,9,0.0,2,1,1,58855.85,0,0,5,PLATINUM,700
6085,15619494,Abdulov,562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0,0,4,PLATINUM,759
9135,15804357,Loggia,481,France,Male,40,3,0.0,1,1,1,32319.93,0,0,2,GOLD,415
4738,15615140,Corson,791,France,Male,36,6,111168.97,1,1,1,189969.91,0,0,1,DIAMOND,741
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,0,2,GOLD,812
4740,15774536,He,607,France,Female,32,6,0.0,2,0,0,196062.01,0,0,2,SILVER,952
4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,1,2,PLATINUM,465
5672,15805104,Smith,743,France,Female,73,6,0.0,2,0,1,107867.38,0,0,4,GOLD,538
8876,15768120,Brown,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0,0,2,PLATINUM,941
6423,15595037,Palermo,772,France,Male,47,9,152347.01,1,0,1,17671.78,0,0,1,SILVER,902
7318,15734008,Bartlett,727,Germany,Male,59,5,152581.06,1,1,0,71830.1,1,1,4,PLATINUM,599
4244,15622518,Stephenson,768,France,Female,26,5,51116.26,1,1,1,70454.79,1,1,4,PLATINUM,992
5300,15792989,Bianchi,543,France,Female,71,1,104308.77,1,1,1,25650.04,0,0,5,DIAMOND,710
1036,15652955,Price,678,Spain,Male,30,0,0.0,1,1,0,35113.08,0,0,4,GOLD,965
4259,15796167,Flores,782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0,0,2,DIAMOND,625
858,15760550,Duncan,741,Spain,Male,39,7,143637.58,2,0,1,174227.66,0,0,4,PLATINUM,437
6138,15720371,McLean,652,France,Female,51,3,0.0,1,1,0,173989.47,1,1,1,DIAMOND,673
3554,15626612,Yin,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1,1,5,DIAMOND,417
898,15782390,T'ien,621,France,Female,40,6,0.0,1,1,0,155155.25,0,0,5,PLATINUM,959
3915,15669326,Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0,0,2,SILVER,648
7441,15604130,Johnstone,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,0,4,DIAMOND,578
1426,15583668,Ludowici,726,France,Female,42,2,109471.79,1,0,1,175161.05,0,0,5,GOLD,899
8698,15644551,Wimble,751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0,0,2,PLATINUM,403
3912,15710527,Matthews,782,France,Female,35,4,0.0,1,1,1,119565.34,0,0,1,PLATINUM,980
7232,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.18,1,1,1,105720.09,0,0,1,SILVER,872
4115,15647008,Adams,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,1,5,PLATINUM,710
123,15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0,4,DIAMOND,638
5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0,0,4,GOLD,709
3723,15807961,Bruno,619,France,Male,25,4,0.0,1,1,0,145524.36,0,0,4,DIAMOND,629
8753,15632263,Pagnotto,574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0,0,3,SILVER,420
6883,15609160,Marsden,586,France,Male,32,1,0.0,2,0,0,31635.99,0,0,5,GOLD,934
7412,15698749,He,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0,0,2,SILVER,906
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,0,4,DIAMOND,618
3163,15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0,0,1,SILVER,252
2475,15693199,Shao,739,France,Female,37,8,0.0,2,1,0,191557.1,1,1,2,GOLD,829
9323,15739042,Bogolyubov,767,France,Female,35,9,0.0,2,1,0,39511.61,0,0,1,DIAMOND,981
8751,15644849,Zikoranachidimma,655,France,Female,32,2,0.0,1,1,1,71047.51,0,0,2,DIAMOND,506
2095,15813022,Kapustina,531,Spain,Male,70,1,0.0,2,0,0,99503.19,0,0,2,PLATINUM,982
8358,15603035,Vincent,651,France,Male,34,3,0.0,2,1,1,105599.65,0,0,5,SILVER,632
8253,15734737,Bruno,744,France,Male,56,9,0.0,2,1,1,169498.61,0,0,4,SILVER,730
4364,15637110,McCulloch,634,Spain,Female,35,10,0.0,1,1,0,82634.41,0,0,3,GOLD,557
690,15720649,Ferdinand,641,France,Female,36,5,66392.64,1,1,0,31106.67,0,0,1,SILVER,224
6635,15575399,Somadina,480,France,Female,42,1,152160.21,2,1,0,101778.9,0,0,3,DIAMOND,323
781,15737051,Denisov,639,France,Male,27,8,0.0,2,1,0,192247.35,0,0,2,PLATINUM,740
8894,15612670,Berry,631,Spain,Female,46,10,0.0,2,1,1,129508.96,0,0,2,DIAMOND,687
3144,15722061,Allen,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0,0,5,DIAMOND,222
6088,15730759,Chukwudi,561,France,Female,27,9,135637.0,1,1,0,153080.4,1,1,2,SILVER,567
2625,15788946,Anthony,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,0,5,PLATINUM,851
6474,15595557,Li,798,France,Male,22,8,0.0,2,1,0,107615.43,0,0,5,GOLD,280
2545,15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0,3,GOLD,872
7992,15787710,Tikhonov,427,Spain,Female,39,9,0.0,2,1,0,28368.37,0,0,2,DIAMOND,489
2678,15733297,Sinclair,518,France,Female,38,10,84764.79,1,1,1,162253.9,0,0,4,SILVER,289
5246,15588517,Sun,717,France,Male,38,7,0.0,2,1,1,158580.05,0,0,4,SILVER,714
724,15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0,0,5,SILVER,844
5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0,0,1,DIAMOND,772
4449,15708162,Thomson,565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0,0,4,PLATINUM,576
5074,15800295,Cruz,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0,0,3,DIAMOND,615
3734,15713374,Jarvis,689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0,0,2,GOLD,670
2349,15775203,Chia,824,France,Male,45,3,129209.48,1,0,0,60151.77,0,0,2,DIAMOND,907
9399,15752915,Hsueh,488,France,Female,34,2,0.0,2,1,1,181270.84,0,0,2,PLATINUM,557
9571,15624936,Yen,631,France,Male,35,8,129205.49,1,1,1,79146.36,0,0,2,SILVER,460
2826,15576360,Ch'iu,600,France,Male,40,1,141136.79,1,1,1,67803.83,0,0,5,SILVER,851
5434,15641575,Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0,0,3,SILVER,392
9520,15782121,Leonard,610,France,Female,27,2,0.0,2,1,0,14546.76,0,0,3,SILVER,756
6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,1,2,DIAMOND,713
1774,15721303,O'Meara,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0,0,1,GOLD,994
2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0,0,5,GOLD,798
4773,15788367,Ellis,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,0,1,SILVER,936
9005,15723153,Wearing,708,Spain,Male,33,3,0.0,2,1,0,138613.21,0,0,5,DIAMOND,729
5230,15793585,Anderson,675,France,Male,35,8,0.0,2,1,1,56642.97,0,0,3,PLATINUM,806
3683,15572626,Mackenzie,620,Spain,Male,44,8,0.0,2,1,1,15627.51,0,0,5,DIAMOND,940
3540,15761453,Kovalev,667,France,Male,42,6,0.0,1,1,0,88890.05,0,0,3,PLATINUM,905
6223,15716800,Kaur,582,France,Male,31,2,0.0,2,1,1,33747.03,0,0,4,GOLD,413
8310,15599976,Bellasis,749,France,Female,27,9,0.0,2,1,0,132734.87,0,0,4,PLATINUM,739
7932,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,0,0,127875.1,0,0,3,PLATINUM,468
6917,15588235,Vasilieva,654,France,Female,24,8,145081.73,1,1,1,130075.07,0,0,3,PLATINUM,814
9992,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,1,1,3,GOLD,369
3297,15755018,Dickinson,568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0,0,2,SILVER,865
1248,15711288,Hay,512,France,Male,24,6,0.0,2,1,0,37654.31,0,0,2,DIAMOND,572
7044,15704581,Robertson,595,Germany,Male,34,2,87967.42,2,0,1,156309.52,0,0,5,SILVER,357
3086,15571059,Martin,734,France,Female,54,3,0.0,1,1,0,130805.54,1,1,4,SILVER,505
6885,15662571,Maclean,639,France,Male,35,8,0.0,2,1,0,170483.9,0,0,3,DIAMOND,441
7160,15798895,Okonkwo,525,France,Female,59,6,55328.4,1,1,0,83342.73,1,1,4,SILVER,829
